Idade,Atrito,Viagens de negócios,Taxa Diária,Departamento,Distância de casa,Educação,Campo de Educação,Contagem de funcionários,Número do funcionário,Satisfação Ambiental,Gênero,Taxa horária,Envolvimento no Trabalho,Nível do trabalho,Função do Trabalho,Satisfação no Trabalho,Estado civil,Renda Mensal,Taxa Mensal,NumCompaniesWorked,Maiores de 18 anos,Ao longo do tempo,PorcentagemSalárioCaminhada,Classificação de desempenho,RelacionamentoSatisfação,Horas Padrão,Nível de opção de estoque,Total de anos de trabalho,Tempos de treinamentoÚltimo ano,WorkLifeBalance,AnosNaEmpresa,Anos na função atual,AnosDesdeÚltimaPromoção,AnosComCurrManager
29,Não,Viajar_Raramente,469,Vendas,10,3,Médico,1,1650,3,Macho,42,2,2,Executivo de vendas,3,Solteiro,5869,23413,9,S,Não,11,3,3,80,0,8,2,3,5,2,1,4
36,Não,Viajar_Raramente,711,Pesquisa e Desenvolvimento,5,4,Ciências da Vida,1,1651,2,Fêmea,42,3,3,Representante de saúde,1,Casado,8008,22792,4,S,Não,12,3,3,80,2,9,6,3,3,2,0,2
25,Não,Viajar_Frequentemente,772,Pesquisa e Desenvolvimento,2,1,Ciências da Vida,1,1653,4,Macho,77,4,2,Diretor de Manufatura,3,Divorciado,5206,4973,1,S,Não,17,3,3,80,2,7,6,3,7,7,0,7
39,Não,Viajar_Raramente,492,Pesquisa e Desenvolvimento,12,3,Médico,1,1654,4,Macho,66,3,2,Diretor de Manufatura,2,Casado,5295,7693,4,S,Não,21,4,3,80,0,7,3,3,5,4,1,0
49,Não,Viajar_Raramente,301,Pesquisa e Desenvolvimento,22,4,Outro,1,1655,1,Fêmea,72,3,4,Diretor de Pesquisa,2,Casado,16413,3498,3,S,Não,16,3,2,80,2,27,2,3,4,2,1,2
50,Não,Viajar_Raramente,813,Pesquisa e Desenvolvimento,17,5,Ciências da Vida,1,1656,4,Fêmea,50,2,3,Diretor de Pesquisa,1,Divorciado,13269,21981,5,S,Não,15,3,3,80,3,19,3,3,14,11,1,11
20,Não,Viajar_Raramente,1141,Vendas,2,3,Médico,1,1657,3,Fêmea,31,3,1,Representante de vendas,3,Solteiro,2783,13251,1,S,Não,19,3,1,80,0,2,3,3,2,2,2,2
34,Não,Viajar_Raramente,1130,Pesquisa e Desenvolvimento,3,3,Ciências da Vida,1,1658,4,Fêmea,66,3,2,Cientista Pesquisador,2,Divorciado,5433,19332,1,S,Não,12,3,3,80,1,11,2,3,11,8,7,9
36,Não,Viajar_Raramente,311,Pesquisa e Desenvolvimento,7,3,Ciências da Vida,1,1659,1,Macho,77,3,1,Técnico de Laboratório,2,Solteiro,2013,10950,2,S,Não,11,3,3,80,0,15,4,3,4,3,1,3
49,Não,Viajar_Raramente,465,Pesquisa e Desenvolvimento,6,1,Ciências da Vida,1,1661,3,Fêmea,41,2,4,Representante de saúde,3,Casado,13966,11652,2,S,Sim,19,3,2,80,1,30,3,3,15,11,2,12
36,Não,Não viagem,894,Pesquisa e Desenvolvimento,1,4,Médico,1,1662,4,Fêmea,33,2,2,Diretor de Manufatura,3,Casado,4374,15411,0,S,Não,15,3,3,80,0,4,6,3,3,2,1,2
36,Não,Viajar_Raramente,1040,Pesquisa e Desenvolvimento,3,2,Ciências da Vida,1,1664,4,Macho,79,4,2,Representante de saúde,1,Divorciado,6842,26308,6,S,Não,20,4,1,80,1,13,3,3,5,4,0,4
54,Não,Viajar_Raramente,584,Pesquisa e Desenvolvimento,22,5,Médico,1,1665,2,Fêmea,91,3,4,Gerente,3,Casado,17426,18685,3,S,Não,25,4,3,80,1,36,6,3,10,8,4,7
43,Não,Viajar_Raramente,1291,Pesquisa e Desenvolvimento,15,2,Ciências da Vida,1,1666,3,Macho,65,2,4,Diretor de Pesquisa,3,Casado,17603,3525,1,S,Não,24,4,1,80,1,14,3,3,14,10,6,11
35,Sim,Viajar_Frequentemente,880,Vendas,12,4,Outro,1,1667,4,Macho,36,3,2,Executivo de vendas,4,Solteiro,4581,10414,3,S,Sim,24,4,1,80,0,13,2,4,11,9,6,7
38,Não,Viajar_Frequentemente,1189,Pesquisa e Desenvolvimento,1,3,Ciências da Vida,1,1668,4,Macho,90,3,2,Cientista Pesquisador,4,Casado,4735,9867,7,S,Não,15,3,4,80,2,19,4,4,13,11,2,9
29,Não,Viajar_Raramente,991,Vendas,5,3,Médico,1,1669,1,Macho,43,2,2,Executivo de vendas,2,Divorciado,4187,3356,1,S,Sim,13,3,2,80,1,10,3,2,10,0,0,9
33,Não,Viajar_Raramente,392,Vendas,2,4,Médico,1,1670,4,Macho,93,3,2,Executivo de vendas,4,Divorciado,5505,3921,1,S,Não,14,3,3,80,2,6,5,3,6,2,0,4
32,Não,Viajar_Raramente,977,Pesquisa e Desenvolvimento,2,3,Médico,1,1671,4,Macho,45,3,2,Cientista Pesquisador,2,Divorciado,5470,25518,0,S,Não,13,3,3,80,2,10,4,2,9,5,1,6
31,Não,Viajar_Raramente,1112,Vendas,5,4,Ciências da Vida,1,1673,1,Fêmea,67,3,2,Executivo de vendas,4,Casado,5476,22589,1,S,Não,11,3,1,80,2,10,2,3,10,0,0,2
49,Não,Viajar_Raramente,464,Pesquisa e Desenvolvimento,16,3,Médico,1,1674,4,Fêmea,74,3,1,Técnico de Laboratório,1,Divorciado,2587,24941,4,S,Sim,16,3,2,80,1,17,2,2,2,2,2,2
38,Não,Viajar_Frequentemente,148,Pesquisa e Desenvolvimento,2,3,Médico,1,1675,4,Fêmea,42,2,1,Técnico de Laboratório,2,Solteiro,2440,23826,1,S,Não,22,4,2,80,0,4,3,3,4,3,3,3
47,Não,Viajar_Raramente,1225,Vendas,2,4,Ciências da Vida,1,1676,2,Fêmea,47,4,4,Gerente,2,Divorciado,15972,21086,6,S,Não,14,3,3,80,3,29,2,3,3,2,1,2
49,Não,Viajar_Raramente,809,Pesquisa e Desenvolvimento,1,3,Ciências da Vida,1,1677,3,Macho,36,3,4,Gerente,3,Solteiro,15379,22384,4,S,Não,14,3,1,80,0,23,2,3,8,7,0,0
41,Não,Viajar_Raramente,1206,Vendas,23,2,Ciências da Vida,1,1678,4,Macho,80,3,3,Executivo de vendas,3,Solteiro,7082,11591,3,S,Sim,16,3,4,80,0,21,2,3,2,0,0,2
20,Não,Viajar_Raramente,727,Vendas,9,1,Ciências da Vida,1,1680,4,Macho,54,3,1,Representante de vendas,1,Solteiro,2728,21082,1,S,Não,11,3,1,80,0,2,3,3,2,2,0,2
33,Não,Não viagem,530,Vendas,16,3,Ciências da Vida,1,1681,3,Fêmea,36,3,2,Executivo de vendas,4,Divorciado,5368,16130,1,S,Sim,25,4,3,80,1,7,2,3,6,5,1,2
36,Não,Viajar_Raramente,1351,Pesquisa e Desenvolvimento,26,4,Ciências da Vida,1,1682,1,Macho,80,3,2,Representante de saúde,3,Casado,5347,7419,6,S,Não,14,3,2,80,2,10,2,2,3,2,0,2
44,Não,Viajar_Raramente,528,Recursos Humanos,1,3,Ciências da Vida,1,1683,3,Fêmea,44,3,1,Recursos Humanos,4,Divorciado,3195,4167,4,S,Sim,18,3,1,80,3,8,2,3,2,2,2,2
23,Sim,Viajar_Raramente,1320,Pesquisa e Desenvolvimento,8,1,Médico,1,1684,4,Macho,93,2,1,Técnico de Laboratório,3,Solteiro,3989,20586,1,S,Sim,11,3,1,80,0,5,2,3,5,4,1,2
38,Não,Viajar_Raramente,1495,Pesquisa e Desenvolvimento,4,2,Médico,1,1687,4,Fêmea,87,3,1,Técnico de Laboratório,3,Casado,3306,26176,7,S,Não,19,3,4,80,1,7,5,2,0,0,0,0
53,Não,Viajar_Raramente,1395,Pesquisa e Desenvolvimento,24,4,Médico,1,1689,2,Macho,48,4,3,Representante de saúde,4,Casado,7005,3458,3,S,Não,15,3,3,80,0,11,2,3,4,3,1,2
48,Sim,Viajar_Frequentemente,708,Vendas,7,2,Médico,1,1691,4,Fêmea,95,3,1,Representante de vendas,3,Casado,2655,11740,2,S,Sim,11,3,3,80,2,19,3,3,9,7,7,7
32,Sim,Viajar_Raramente,1259,Pesquisa e Desenvolvimento,2,4,Ciências da Vida,1,1692,4,Macho,95,3,1,Técnico de Laboratório,2,Solteiro,1393,24852,1,S,Não,12,3,1,80,0,1,2,3,1,0,0,0
26,Não,Não viagem,786,Pesquisa e Desenvolvimento,7,3,Médico,1,1693,4,Macho,76,3,1,Técnico de Laboratório,4,Solteiro,2570,11925,1,S,Não,20,4,3,80,0,7,5,3,7,7,5,7
55,Não,Viajar_Raramente,1441,Pesquisa e Desenvolvimento,22,3,Grau Técnico,1,1694,1,Macho,94,2,1,Cientista Pesquisador,2,Divorciado,3537,23737,5,S,Não,12,3,4,80,1,8,1,3,4,2,1,2
34,Não,Viajar_Raramente,1157,Pesquisa e Desenvolvimento,5,2,Médico,1,1696,2,Macho,57,2,2,Técnico de Laboratório,4,Casado,3986,11912,1,S,Não,14,3,3,80,1,15,3,4,15,10,4,13
60,Não,Viajar_Raramente,370,Pesquisa e Desenvolvimento,1,4,Médico,1,1697,3,Macho,92,1,3,Representante de saúde,4,Divorciado,10883,20467,3,S,Não,20,4,3,80,1,19,2,4,1,0,0,0
33,Não,Viajar_Raramente,267,Pesquisa e Desenvolvimento,21,3,Médico,1,1698,2,Macho,79,4,1,Técnico de Laboratório,2,Casado,2028,13637,1,S,Não,18,3,4,80,3,14,6,3,14,11,2,13
37,Não,Viajar_Frequentemente,1278,Vendas,1,4,Médico,1,1700,3,Macho,31,1,2,Executivo de vendas,4,Divorciado,9525,7677,1,S,Não,14,3,3,80,2,6,2,2,6,3,1,3
34,Não,Viajar_Raramente,678,Pesquisa e Desenvolvimento,19,3,Ciências da Vida,1,1701,2,Fêmea,35,2,1,Cientista Pesquisador,4,Casado,2929,20338,1,S,Não,12,3,2,80,0,10,3,3,10,9,8,7
23,Sim,Viajar_Raramente,427,Vendas,7,3,Ciências da Vida,1,1702,3,Macho,99,3,1,Representante de vendas,4,Divorciado,2275,25103,1,S,Sim,21,4,2,80,1,3,2,3,3,2,0,2
44,Não,Viajar_Raramente,921,Pesquisa e Desenvolvimento,2,3,Ciências da Vida,1,1703,3,Fêmea,96,4,3,Representante de saúde,4,Casado,7879,14810,1,S,Sim,19,3,2,80,1,9,2,3,8,7,6,7
35,Não,Viajar_Frequentemente,146,Pesquisa e Desenvolvimento,2,4,Médico,1,1704,1,Macho,79,2,1,Cientista Pesquisador,4,Solteiro,4930,13970,0,S,Sim,14,3,3,80,0,6,2,4,5,4,1,4
43,Não,Viajar_Raramente,1179,Vendas,2,3,Médico,1,1706,4,Macho,73,3,2,Executivo de vendas,4,Casado,7847,6069,1,S,Sim,17,3,1,80,1,10,3,3,10,9,8,8
24,Não,Viajar_Raramente,581,Pesquisa e Desenvolvimento,9,3,Médico,1,1707,3,Macho,62,4,1,Cientista Pesquisador,3,Casado,4401,17616,1,S,Não,16,3,4,80,1,5,1,3,5,3,0,4
41,Não,Viajar_Raramente,918,Vendas,6,3,Marketing,1,1708,4,Macho,35,3,3,Executivo de vendas,3,Solteiro,9241,15869,1,S,Não,12,3,2,80,0,10,3,3,10,8,8,7
29,Não,Viajar_Raramente,1082,Pesquisa e Desenvolvimento,9,4,Médico,1,1709,4,Fêmea,43,3,1,Técnico de Laboratório,3,Casado,2974,25412,9,S,Não,17,3,3,80,1,9,2,3,5,3,1,2
36,Não,Viajar_Raramente,530,Vendas,2,4,Ciências da Vida,1,1710,3,Fêmea,51,3,2,Representante de vendas,4,Solteiro,4502,7439,3,S,Não,15,3,3,80,0,17,2,2,13,7,6,7
45,Não,Não viagem,1238,Pesquisa e Desenvolvimento,1,1,Ciências da Vida,1,1712,3,Macho,74,2,3,Representante de saúde,3,Casado,10748,3395,3,S,Não,23,4,4,80,1,25,3,2,23,15,14,4
24,Sim,Viajar_Raramente,240,Recursos Humanos,22,1,Recursos Humanos,1,1714,4,Macho,58,1,1,Recursos Humanos,3,Casado,1555,11585,1,S,Não,11,3,3,80,1,1,2,3,1,0,0,0
47,Sim,Viajar_Frequentemente,1093,Vendas,9,3,Ciências da Vida,1,1716,3,Macho,82,1,4,Executivo de vendas,3,Casado,12936,24164,7,S,Não,11,3,3,80,0,25,3,1,23,5,14,10
26,Não,Viajar_Raramente,390,Pesquisa e Desenvolvimento,17,4,Médico,1,1718,4,Macho,62,1,1,Técnico de Laboratório,3,Casado,2305,6217,1,S,Não,15,3,3,80,3,3,3,4,3,2,0,2
45,Não,Viajar_Raramente,1005,Pesquisa e Desenvolvimento,28,2,Grau Técnico,1,1719,4,Fêmea,48,2,4,Diretor de Pesquisa,2,Solteiro,16704,17119,1,S,Não,11,3,3,80,0,21,2,3,21,6,8,6
32,Não,Viajar_Frequentemente,585,Pesquisa e Desenvolvimento,10,3,Ciências da Vida,1,1720,1,Macho,56,3,1,Cientista Pesquisador,3,Casado,3433,17360,6,S,Não,13,3,1,80,1,10,3,2,5,2,1,3
31,Não,Viajar_Raramente,741,Pesquisa e Desenvolvimento,2,4,Ciências da Vida,1,1721,2,Macho,69,3,1,Técnico de Laboratório,3,Casado,3477,18103,1,S,Não,14,3,4,80,1,6,2,4,5,2,0,3
41,Não,Não viagem,552,Recursos Humanos,4,3,Recursos Humanos,1,1722,3,Macho,60,1,2,Recursos Humanos,2,Casado,6430,20794,6,S,Não,19,3,2,80,1,10,4,3,3,2,1,2
40,Não,Viajar_Raramente,369,Pesquisa e Desenvolvimento,8,2,Ciências da Vida,1,1724,2,Fêmea,92,3,2,Diretor de Manufatura,1,Casado,6516,5041,2,S,Sim,16,3,2,80,1,18,3,3,1,0,0,0
24,Não,Viajar_Raramente,506,Pesquisa e Desenvolvimento,29,1,Médico,1,1725,2,Macho,91,3,1,Técnico de Laboratório,1,Divorciado,3907,3622,1,S,Não,13,3,2,80,3,6,2,4,6,2,1,2
46,Não,Viajar_Raramente,717,Pesquisa e Desenvolvimento,13,4,Ciências da Vida,1,1727,3,Macho,34,3,2,Representante de saúde,2,Solteiro,5562,9697,6,S,Não,14,3,4,80,0,19,3,3,10,7,0,9
35,Não,Viajar_Raramente,1370,Pesquisa e Desenvolvimento,27,4,Ciências da Vida,1,1728,4,Macho,49,3,2,Diretor de Manufatura,3,Casado,6883,5151,2,S,Não,16,3,2,80,1,17,3,3,7,7,0,7
30,Não,Viajar_Raramente,793,Pesquisa e Desenvolvimento,16,1,Ciências da Vida,1,1729,2,Macho,33,3,1,Cientista Pesquisador,4,Casado,2862,3811,1,S,Não,12,3,2,80,1,10,2,2,10,0,0,8
47,Não,Não viagem,543,Vendas,2,4,Marketing,1,1731,3,Macho,87,3,2,Executivo de vendas,2,Casado,4978,3536,7,S,Não,11,3,4,80,1,4,3,1,1,0,0,0
46,Não,Viajar_Raramente,1277,Vendas,2,3,Ciências da Vida,1,1732,3,Macho,74,3,3,Executivo de vendas,4,Divorciado,10368,5596,4,S,Sim,12,3,2,80,1,13,5,2,10,6,0,3
36,Sim,Viajar_Raramente,1456,Vendas,13,5,Marketing,1,1733,2,Macho,96,2,2,Executivo de vendas,1,Divorciado,6134,8658,5,S,Sim,13,3,2,80,3,16,3,3,2,2,2,2
32,Sim,Viajar_Raramente,964,Vendas,1,2,Ciências da Vida,1,1734,1,Macho,34,1,2,Executivo de vendas,2,Solteiro,6735,12147,6,S,Não,15,3,2,80,0,10,2,3,0,0,0,0
23,Não,Viajar_Raramente,160,Pesquisa e Desenvolvimento,4,1,Médico,1,1735,3,Fêmea,51,3,1,Técnico de Laboratório,2,Solteiro,3295,12862,1,S,Não,13,3,3,80,0,3,3,1,3,2,1,2
31,Não,Viajar_Frequentemente,163,Pesquisa e Desenvolvimento,24,1,Grau Técnico,1,1736,4,Fêmea,30,3,2,Diretor de Manufatura,4,Solteiro,5238,6670,2,S,Não,20,4,4,80,0,9,3,2,5,4,1,4
39,Não,Não viagem,792,Pesquisa e Desenvolvimento,1,3,Ciências da Vida,1,1737,4,Macho,77,3,2,Técnico de Laboratório,4,Casado,6472,8989,1,S,Sim,15,3,4,80,1,9,2,3,9,8,5,8
32,Não,Viajar_Raramente,371,Vendas,19,3,Ciências da Vida,1,1739,4,Macho,80,1,3,Executivo de vendas,3,Casado,9610,3840,3,S,Não,13,3,3,80,1,10,2,1,4,3,0,2
40,Não,Viajar_Raramente,611,Vendas,7,4,Médico,1,1740,2,Macho,88,3,5,Gerente,2,Solteiro,19833,4349,1,S,Não,14,3,2,80,0,21,3,2,21,8,12,8
45,Não,Viajar_Raramente,176,Recursos Humanos,4,3,Ciências da Vida,1,1744,3,Fêmea,56,1,3,Recursos Humanos,3,Casado,9756,6595,4,S,Não,21,4,3,80,2,9,2,4,5,0,0,3
30,Não,Viajar_Frequentemente,1312,Pesquisa e Desenvolvimento,2,4,Grau Técnico,1,1745,4,Fêmea,78,2,1,Cientista Pesquisador,1,Solteiro,4968,26427,0,S,Não,16,3,4,80,0,10,2,3,9,7,0,7
24,Não,Viajar_Frequentemente,897,Recursos Humanos,10,3,Médico,1,1746,1,Macho,59,3,1,Recursos Humanos,4,Casado,2145,2097,0,S,Não,14,3,4,80,1,3,2,3,2,2,2,1
30,Sim,Viajar_Frequentemente,600,Recursos Humanos,8,3,Recursos Humanos,1,1747,3,Fêmea,66,2,1,Recursos Humanos,4,Divorciado,2180,9732,6,S,Não,11,3,3,80,1,6,0,2,4,2,1,2
31,Não,Viajar_Raramente,1003,Vendas,5,3,Grau Técnico,1,1749,1,Macho,51,3,2,Executivo de vendas,3,Casado,8346,20943,1,S,Não,19,3,3,80,1,6,3,3,5,2,0,2
27,Não,Viajar_Raramente,1054,Pesquisa e Desenvolvimento,8,3,Médico,1,1751,3,Fêmea,67,3,1,Cientista Pesquisador,4,Solteiro,3445,6152,1,S,Não,11,3,3,80,0,6,5,2,6,2,1,4
29,Sim,Viajar_Raramente,428,Vendas,9,3,Marketing,1,1752,2,Fêmea,52,1,1,Representante de vendas,2,Solteiro,2760,14630,1,S,Não,13,3,3,80,0,2,3,3,2,2,2,2
29,Não,Viajar_Frequentemente,461,Pesquisa e Desenvolvimento,1,3,Ciências da Vida,1,1753,4,Macho,70,4,2,Representante de saúde,3,Solteiro,6294,23060,8,S,Sim,12,3,4,80,0,10,5,4,3,2,0,2
30,Não,Viajar_Raramente,979,Vendas,15,2,Marketing,1,1754,3,Macho,94,2,3,Executivo de vendas,1,Divorciado,7140,3088,2,S,Não,11,3,1,80,1,12,2,3,7,7,1,7
34,Não,Viajar_Raramente,181,Pesquisa e Desenvolvimento,2,4,Médico,1,1755,4,Macho,97,4,1,Cientista Pesquisador,4,Casado,2932,5586,0,S,Sim,14,3,1,80,3,6,3,3,5,0,1,2
33,Não,Não viagem,1283,Vendas,2,3,Marketing,1,1756,4,Fêmea,62,3,2,Executivo de vendas,2,Solteiro,5147,10697,8,S,Não,15,3,4,80,0,13,2,2,11,7,1,7
49,Não,Viajar_Raramente,1313,Vendas,11,4,Marketing,1,1757,4,Fêmea,80,3,2,Executivo de vendas,4,Solteiro,4507,8191,3,S,Não,12,3,3,80,0,8,1,4,5,1,0,4
33,Sim,Viajar_Raramente,211,Vendas,16,3,Ciências da Vida,1,1758,1,Fêmea,74,3,3,Executivo de vendas,1,Solteiro,8564,10092,2,S,Sim,20,4,3,80,0,11,2,2,0,0,0,0
38,Não,Viajar_Frequentemente,594,Pesquisa e Desenvolvimento,2,2,Médico,1,1760,3,Fêmea,75,2,1,Técnico de Laboratório,2,Casado,2468,15963,4,S,Não,14,3,2,80,1,9,4,2,6,1,0,5
31,Sim,Viajar_Raramente,1079,Vendas,16,4,Marketing,1,1761,1,Macho,70,3,3,Executivo de vendas,3,Casado,8161,19002,2,S,Não,13,3,1,80,3,10,2,3,1,0,0,0
29,Não,Viajar_Raramente,590,Pesquisa e Desenvolvimento,4,3,Grau Técnico,1,1762,4,Fêmea,91,2,1,Cientista Pesquisador,1,Divorciado,2109,10007,1,S,Não,13,3,3,80,1,1,2,3,1,0,0,0
30,Não,Viajar_Raramente,305,Pesquisa e Desenvolvimento,16,3,Ciências da Vida,1,1763,3,Macho,58,4,2,Representante de saúde,3,Casado,5294,9128,3,S,Não,16,3,3,80,1,10,3,3,7,0,1,7
32,Não,Não viagem,953,Pesquisa e Desenvolvimento,5,4,Grau Técnico,1,1764,2,Macho,65,3,1,Cientista Pesquisador,2,Solteiro,2718,17674,2,S,Não,14,3,2,80,0,12,3,3,7,7,0,7
38,Não,Viajar_Raramente,833,Pesquisa e Desenvolvimento,18,3,Médico,1,1766,2,Macho,60,1,2,Representante de saúde,4,Casado,5811,24539,3,S,Sim,16,3,3,80,1,15,2,3,1,0,1,0
43,Sim,Viajar_Frequentemente,807,Pesquisa e Desenvolvimento,17,3,Grau Técnico,1,1767,3,Macho,38,2,1,Cientista Pesquisador,3,Casado,2437,15587,9,S,Sim,16,3,4,80,1,6,4,3,1,0,0,0
42,Não,Viajar_Raramente,855,Pesquisa e Desenvolvimento,12,3,Médico,1,1768,2,Macho,57,3,1,Técnico de Laboratório,2,Divorciado,2766,8952,8,S,Não,22,4,2,80,3,7,6,2,5,3,0,4
55,Não,Viajar_Raramente,478,Pesquisa e Desenvolvimento,2,3,Médico,1,1770,3,Macho,60,2,5,Diretor de Pesquisa,1,Casado,19038,19805,8,S,Não,12,3,2,80,3,34,2,3,1,0,0,0
33,Não,Não viagem,775,Pesquisa e Desenvolvimento,4,3,Grau Técnico,1,1771,4,Macho,90,3,2,Cientista Pesquisador,2,Divorciado,3055,6194,5,S,Não,15,3,4,80,2,11,2,2,9,8,1,7
41,Não,Viajar_Raramente,548,Pesquisa e Desenvolvimento,9,4,Ciências da Vida,1,1772,3,Macho,94,3,1,Técnico de Laboratório,1,Divorciado,2289,20520,1,S,Não,20,4,2,80,2,5,2,3,5,3,0,4
34,Não,Não viagem,1375,Vendas,10,3,Ciências da Vida,1,1774,4,Macho,87,3,2,Executivo de vendas,3,Divorciado,4001,12313,1,S,Sim,14,3,3,80,1,15,3,3,15,14,0,7
53,Não,Não viagem,661,Pesquisa e Desenvolvimento,1,4,Médico,1,1775,1,Fêmea,60,2,4,Diretor de Manufatura,3,Casado,12965,22308,4,S,Sim,20,4,4,80,3,27,2,2,3,2,0,2
43,Não,Viajar_Raramente,244,Recursos Humanos,2,3,Ciências da Vida,1,1778,2,Macho,97,3,1,Recursos Humanos,4,Solteiro,3539,5033,0,S,Não,13,3,2,80,0,10,5,3,9,7,1,8
34,Não,Viajar_Raramente,511,Vendas,3,2,Ciências da Vida,1,1779,4,Fêmea,32,1,2,Executivo de vendas,4,Solteiro,6029,25353,5,S,Não,12,3,1,80,0,6,3,3,2,2,2,2
21,Sim,Viajar_Raramente,337,Vendas,7,1,Marketing,1,1780,2,Macho,31,3,1,Representante de vendas,2,Solteiro,2679,4567,1,S,Não,13,3,2,80,0,1,3,3,1,0,1,0
38,Não,Viajar_Raramente,1153,Pesquisa e Desenvolvimento,6,2,Outro,1,1782,4,Fêmea,40,2,1,Técnico de Laboratório,3,Casado,3702,16376,1,S,Não,11,3,2,80,1,5,3,3,5,4,0,4
22,Sim,Viajar_Raramente,1294,Pesquisa e Desenvolvimento,8,1,Médico,1,1783,3,Fêmea,79,3,1,Técnico de Laboratório,1,Casado,2398,15999,1,S,Sim,17,3,3,80,0,1,6,3,1,0,0,0
31,Não,Viajar_Raramente,196,Vendas,29,4,Marketing,1,1784,1,Fêmea,91,2,2,Executivo de vendas,4,Casado,5468,13402,1,S,Não,14,3,1,80,2,13,3,3,12,7,5,7
51,Não,Viajar_Raramente,942,Pesquisa e Desenvolvimento,3,3,Grau Técnico,1,1786,1,Fêmea,53,3,3,Gerente,3,Casado,13116,22984,2,S,Não,11,3,4,80,0,15,2,3,2,2,2,2
37,Não,Viajar_Raramente,589,Vendas,9,2,Marketing,1,1787,2,Macho,46,2,2,Executivo de vendas,2,Casado,4189,8800,1,S,Não,14,3,1,80,2,5,2,3,5,2,0,3
46,Não,Viajar_Raramente,734,Pesquisa e Desenvolvimento,2,4,Médico,1,1789,3,Macho,46,3,5,Diretor de Pesquisa,4,Divorciado,19328,14218,7,S,Sim,17,3,3,80,1,24,3,3,2,1,2,2
36,Não,Viajar_Raramente,1383,Pesquisa e Desenvolvimento,10,3,Ciências da Vida,1,1790,4,Macho,90,3,3,Representante de saúde,1,Casado,8321,25949,7,S,Sim,13,3,4,80,1,15,1,3,12,8,5,7
44,Sim,Viajar_Frequentemente,429,Pesquisa e Desenvolvimento,1,2,Médico,1,1792,3,Macho,99,3,1,Cientista Pesquisador,2,Divorciado,2342,11092,1,S,Sim,12,3,3,80,3,6,2,2,5,3,2,3
37,Não,Viajar_Raramente,1239,Recursos Humanos,8,2,Outro,1,1794,3,Macho,89,3,2,Recursos Humanos,2,Divorciado,4071,12832,2,S,Não,13,3,3,80,0,19,4,2,10,0,4,7
35,Sim,Viajar_Raramente,303,Vendas,27,3,Ciências da Vida,1,1797,3,Macho,84,3,2,Executivo de vendas,4,Solteiro,5813,13492,1,S,Sim,18,3,4,80,0,10,2,3,10,7,7,7
33,Não,Viajar_Raramente,867,Pesquisa e Desenvolvimento,8,4,Ciências da Vida,1,1798,4,Macho,90,4,1,Cientista Pesquisador,1,Casado,3143,6076,6,S,Não,19,3,2,80,1,14,1,3,10,8,7,6
28,Não,Viajar_Raramente,1181,Pesquisa e Desenvolvimento,1,3,Ciências da Vida,1,1799,3,Macho,82,3,1,Cientista Pesquisador,4,Casado,2044,5531,1,S,Não,11,3,3,80,1,5,6,4,5,3,0,3
39,Não,Viajar_Raramente,1253,Pesquisa e Desenvolvimento,10,1,Médico,1,1800,3,Macho,65,3,3,Diretor de Pesquisa,3,Solteiro,13464,7914,7,S,Não,21,4,3,80,0,9,3,3,4,3,2,2
46,Não,Não viagem,849,Vendas,26,2,Ciências da Vida,1,1801,2,Macho,98,2,2,Executivo de vendas,2,Solteiro,7991,25166,8,S,Não,15,3,3,80,0,6,3,3,2,2,2,2
40,Não,Viajar_Raramente,616,Pesquisa e Desenvolvimento,2,2,Ciências da Vida,1,1802,3,Fêmea,99,3,1,Técnico de Laboratório,1,Casado,3377,25605,4,S,Não,17,3,4,80,1,7,5,2,4,3,0,2
42,Não,Viajar_Raramente,1128,Pesquisa e Desenvolvimento,13,3,Médico,1,1803,2,Macho,95,4,2,Representante de saúde,1,Casado,5538,5696,5,S,Não,18,3,3,80,2,10,2,2,0,0,0,0
35,Não,Não viagem,1180,Pesquisa e Desenvolvimento,2,2,Médico,1,1804,2,Macho,90,3,2,Diretor de Manufatura,4,Divorciado,5762,24442,2,S,Não,14,3,3,80,1,15,6,3,7,7,1,7
38,Não,Não viagem,1336,Recursos Humanos,2,3,Recursos Humanos,1,1805,1,Macho,100,3,1,Recursos Humanos,2,Divorciado,2592,7129,5,S,Não,13,3,4,80,3,13,3,3,11,10,3,8
34,Sim,Viajar_Frequentemente,234,Pesquisa e Desenvolvimento,9,4,Ciências da Vida,1,1807,4,Macho,93,3,2,Técnico de Laboratório,1,Casado,5346,6208,4,S,Não,17,3,3,80,1,11,3,2,7,1,0,7
37,Sim,Viajar_Raramente,370,Pesquisa e Desenvolvimento,10,4,Médico,1,1809,4,Macho,58,3,2,Diretor de Manufatura,1,Solteiro,4213,4992,1,S,Não,15,3,2,80,0,10,4,1,10,3,0,8
39,Não,Viajar_Frequentemente,766,Vendas,20,3,Ciências da Vida,1,1812,3,Macho,83,3,2,Executivo de vendas,4,Divorciado,4127,19188,2,S,Não,18,3,4,80,1,7,6,3,2,1,2,2
43,Não,Não viagem,343,Pesquisa e Desenvolvimento,9,3,Ciências da Vida,1,1813,1,Macho,52,3,1,Cientista Pesquisador,3,Solteiro,2438,24978,4,S,Não,13,3,3,80,0,7,2,2,3,2,1,2
